id	text	HS	TR	AG
21101	@AlanGarciaPeru DIRAS AHORA Q ES UNA PATRAÑA Q TU ERES UN DIOS Q ERES INCORRUTIBLE CPNCHA DE TU PUTA MADRE LADRON PRESO TU KEIIKO Y PPK https://t.co/MQOqxNqktp	0	0	0
21102	Alemania. Chulo inmigrante musulmán ya sabe que es el fuerte en un país que ha claudicado. Pronto levantarán a tu madre, a tu abuela, a tu hija del autobús que han pagado. ¿Por qué no tenemos sangre, ya? Despierta, España! Wake up, Europe! #stopislam #stopinvasion #banislam https://t.co/p7jSwuavqi	1	0	1
21103	Una mujer denuncia acoso, abuso o violación y la mandan a la casa. Despues quieren parar los femicidios poniendoles mas pena. Cuando no te da, no te da.	0	0	0
21105	1-Acoso no es abuso ni violación 2-Naturalizar un acoso como si nada sin mediar palabra que retracte conductas no está ni un poco bueno	0	0	0
21106	Mi mamá hace empanadas árabes para el viernes. 180 la docena. El que quiera me avisa. Es de carne tierna, lo hacemos a mi sobrinito. Tiene 2 años. Ahre marginal 😂	0	0	0
21107	@soyboosteada TU TYA K ES X LA NOXE K EN TEORIA TU ERES LA LISTA MENUDA PUTA MIKERDA DE ROLEPLAY ESTASMOS AHCIENDO TUS PUTOSA MEURTOS AFASA	0	0	0
21108	Lena Dunham prepara una serie sobre feminismo para HBO' Afirman que se rodará integramente en una cocina. #NewCine http://t.co/xJcFGo61c4	0	0	0
21109	Aprendí a decir algunas groserías en árabe y practiqué con un cliente que me súper cagó ☺	0	0	0
21110	Mira lo qie te digo. Me da igual que sea gabacha, pero eso de ser Weasley como que no.	0	0	0
21111	Así como a muchos les encabrona que les digan negros a mi tambien me encabrona y doble que me digan güera, para mí no es un alago ni mucho menos superioridad	1	1	0
21112	tu vete a la verga, puto sudaca	1	1	1
21113	me encanta lo guarra que eres, te follaria hasta provocarte un nuevo desgarro vaginal — si provocas un desgarro vaginal follando follas bastante mal https://t.co/j8U6umdicd	1	1	0
21114	Cuando venga a Uruguay yo le voy a enseñar a decir 'lo siento, perra' ahre https://t.co/4OjS64snRD	0	0	0
21115	I added a video to a @YouTube playlist https://t.co/EZRcKWt0oh PIO LA DITINGANCIA discute con un inmigrante Mexicano y lo manda a	0	0	0
21117	Creo que a partir de ahora empezare a subir videos a yt cagandome en la puta madre de todo el que se lo merezca, me voy a forrar con todo el subnormal que hay suelto. Empezare mañana.	0	0	0
21118	Si somos sudacas que no se note (?) https://t.co/XD4UoApwoL	1	0	0
21119	@sellanesxsmile ABU LA PUTA AMDEW FELICIDADES TE LO MERECES MUCHISIMO	0	0	0
21120	Caricachupas 👏🏼👏🏼 Presenta 👏🏼👏🏼 Nombres de 👏🏼👏🏼 Taquerías chidas👏🏼👏🏼 Por ejemplo 👏🏼👏🏼 De cochinada 👏🏼👏🏻 Los cocuyos👏🏼👏🏻 Güeros Boturini👏🏼👏🏻 Abanicos👏🏼👏🏻 Ramiro Tepito👏🏼👏🏻 De milanesa 👏🏼👏🏻 El Papi 👏🏼👏🏻 El paisa👏🏼👏🏻 Cuñaó 👏🏻👏🏻	0	0	0
21121	@IU_Madrid Que panda de hijos de puta estáis hechos. El único sitio en el que merecía estar es entre rejas.	0	0	0
21122	Puta escoria es quien te hace sentir así de mal porque no te mereces sentirte así de mal. https://t.co/hQrn2h0fIA	0	0	0
21123	@HeraldOfNight En tu culo. Es mi polla.	0	0	0
21125	@xdelevmmzz @Anna_Kohana13 Cállate que es de mi pueblo puta zorra	1	1	1
21126	"Las nuevas 'autoridades' de inmigración se lo dicen claro a @matthewbennett : ""Gibraltar no es una puerta de entrada a España… con el tema Brexit, el Reino Unido va a dejar de formar parte de la Unión Europa. La inmensa... https://t.co/p7ofTM0HJN"	0	0	0
21127	@PaulaOrtizz Callate que si saliste sobria maldita perra	1	1	1
21128	@DjLamYT @MarinaMayrin CALLATE LA PUTA BOCA TIO	0	0	0
21129	@CutieMoon_ CÁLLATE, ERES PERFECTO MALDITA SEA NO LE HAGAS CASO A LA PERRA ZORRA DE TITÁN, QUE TE VALGA PUTA VERGA LO QUE DIGA, AAAAAAAAH	1	1	1
21130	Comportamiento ejemplar.. no paga billete se cuela, le pillan y se pone chulo y amenaza, que buena es la inmigración sin control, nos entran personas agradables, amables que solo buscan estar encima tuya.. pero no pasa nada. https://t.co/xjoBQnfMxs	1	0	1
21131	Un policía nacional se infecta de sarna al trasladar a inmigrantes de una patera  😠😠😠😠😠😠😠😠😠😠  https://t.co/aiWDaEDrI7	1	0	1
21132	Pues no éramos un país laico?? Me he perdido algo y ahora el Islam no es una religión?? Qué será lo próximo,  quitar las ayudas a la iglesia para dárselas a las mezquitas??  Marque la x en su declaración para ayudar a la mezquita... 😠 https://t.co/hJCSVzSXR9	0	0	0
21133	¿alguien que tenga el numero del güero de super vale?	0	0	0
21134	Baby yo sé, que tú eres bien puta yo lo sé 🎶 La puse en cuatro pero nunca la besé 🎶😂😂😂😂	1	1	1
21135	Yo cuando alguien me dice güera? https://t.co/24AYSlKT2d	0	0	0
21136	Cuando tu eres la única que sabe hacer Picoway Resolve y todas quieren que les enseñes, te sientes la más perra del mundo 😂💆🐩	0	0	0
21137	Vivir a la defensiva en un bello lugar....que todos podrían disfrutar, árabes e israelíes https://t.co/Zpm9dA6Qk7	0	0	0
21138	Internet se nos fue de las manos y muchas vidas la están pagando ahora. Suicidios, acoso, violación a la privacidad, exposiciones innecesarias, robo de identidad... y no se está hablando mucho de ello. No como deberíamos hacerlo. https://t.co/0IhzzOlSrt	0	0	0
21139	@gabrielrufian @perezreverte @AdaColau Tú,como siempre, dices tonterías. Lo del acoso escolar lo habéis mencionado vosotros. Manipular se te da bien. Y tonto, eres, mucho. Renuncia a tu acta de diputado del parlamento de España. Sinvergüenza.	0	0	0
21140	#yaesmediodia32 los comunistas cuantos asesinatos cometieron con Franco no te violaban por la calle no tenías moros con navajas atracando no te ibas a trabajar y te okupaban tu piso manteros drogas y asesinos y rumanos sudacas con 150 detenciones	1	0	1
21141	@sepuedevivir @Laoncediez @LisiadoMarginal es callada esa zorra 🤣	1	1	1
21142	Agos te voy a extrañar bocha perra pero te mereces el mejor viaje de todos t amo mil, te voy a extrañar mucho mucho enserio https://t.co/PhRKFBNuYb	0	0	0
21143	@LuzSalgado_R calláte perra sarnosa tú hablando de corrupción...y se te olvido la salita del SIN con tu cach....montesinos??	1	1	1
21145	¿Cuándo viajará la mujer a la Luna? Cuando se tenga que limpiar.	1	0	0
21146	@Antoo_1704 Estuve 7 HORAS ayudando a mi perra para que tenga a los perritos, hace 2 DÍAS que no dormía jajaja me lo merecía	0	0	0
21147	@tucomunsentido @Politica_ECpe Zorra Montesinos asi Se llama Keiko o tu madre ? Bueno todos sabemos de donde viene los tentáculos o acaso eres tan fanático para no ver como Acciona esta banda criminal ?. Y de Joaquín pues espera que ya viene la prisión pr	0	0	0
21148	En manos de falito_de_jerez #revolver #barbershop #jerez #hollidays #friends #mayates #before #haircut revolverjerez en Jerez De La Frontera, Andalucia, Spain https://t.co/HNlaV56asH	0	0	0
21150	@agos_goroso CALLATE HIJA DE PUTA JAJAJAJAJAJAJAJAJAJA	0	0	0
21151	@DalasReview @PatriPajaroAzul @SantaEneas @MarkoDiazA @raychispper Dalas tu eres la escoria ademas nadie se acostaria con tu hermana con oo fea q es.	1	1	1
21153	Todos estan negados a enseñarme a manejar hijos de puta ya los voy a atropellar tarde o temprano	0	0	0
21154	Eres la puta ama — Por eso soy tú esposa, porqué tu eres el puto amo. https://t.co/Cr2RVekPUO	0	0	0
21156	Apuesto que eres tan zorra que si alguien se acuesta contigo adquiere una ETS — Yo soy casi virgen asi que cállate https://t.co/XGUf0fGfQc	1	1	1
21157	@karlishgs No, tu eres puta y casta	1	1	1
21158	Europa ni se ha enterado ni se quiere enterar de la inmigración masiva ni de la colonización musulmana, hasta que sea demasiado tarde... En cuanto a Marruecos un pais chantajista y lo estamos viendo despues de haber violado nuestras fronteras esta horda de subsaharianos...	1	0	1
21159	Y me pongo árabe cuando tomooo	0	0	0
21160	FRASES ÁRABES MAS BELLAS DEL MUNDO – Proverbios Árabes  https://t.co/GyS5njiyoo	0	0	0
21161	@Ghxst_Whisperer @BloodSubaru @xRoseGirl_ {Lilinette es una puta. Pero tú eres un amor <3}	1	1	1
21162	Ojala recibamos mas inmigrantes como tu y no putos negratas,no soy racista,yo respeto mucho a los latinos — gilipollas https://t.co/6t48llaVXg	1	0	1
21163	Por qué se desea feliz navidad? Es un puta semana de mierda, ya está bien de tonterías.	0	0	0
21164	El sábado en modo árabe como dijo David	0	0	0
21165	mi novia es una guarra no se ducha desde el año pasado 😂😂😂👏👏👌👌	0	0	0
21166	@Jackvatore Es que sinceramente ni puta gracia me haces, y si me insultas menos, así que callate la puta boca, gracias.	0	0	0
21167	@_Sofiasosa_ Callate si ni me mandas zorra	1	1	1
21168	Quiero pegarte pq estás bien imbécil y después darte un besito. 🙂	0	0	0
21171	A lo mejor si alguien no lucha por alguien es porque NO MERECES LA PUTA PENA, no siempre es culpa del que no lucha.	0	0	0
21173	me follo a los negratas	1	0	0
21174	Infeliz no seria un termino que el se merezca... No soy Dios para juzgar, pero este hijo de puta merece el infierno en tierra. https://t.co/lOB3PT6aRG	0	0	0
21175	@andahazi Rata ya te va a tocar y en tu familia una enfermedad lenta y cruel es lo que te mereces hijo de una perra porque de ahí venís,nada dura para siempre Divertite ahora ya llegará la hora...	0	0	0
21176	Joooooloooovvvv soy una mancha negra en una escuela de güeros.	0	0	0
21177	La extrema derecha no engaña ya a nadie y menos a los que trabajan en ordenar la identificación, traslado ...  Guardias civiles de la valla de Ceuta sospechan que Rivera y Casado visitan la frontera sur solo para “hacerse la foto”  https://t.co/qBTDskn3zS vía @diario_16	0	0	0
21178	@_E_Villalva Jajajajajajajajajajajajajjajajajajajaja cállate puta reventada. En 4 años me recibo ahre yaki	1	1	1
21179	No entiendo las entradas a mi blog... Tengo público irlandes y de eeuu?? Son bots? Me secuestraran los 3 arabes? Nose, pero meto el chivo de mi blog porque puedo. https://t.co/6ioD9EC1iY https://t.co/62rOijM72G	0	0	0
21180	@ninya_repolIo Nos vas a enseñar la polla???	0	0	0
21181	"Un vicepresidente de la Diputación de Alicante (PP) aboga por ""deportaciones masivas"" de inmigrantes, a quienes acusa de una ""invasión silenciosa"" Éste no sabe que corre sangre árabe por sus venas.....https://t.co/N6VVByRhDF"	0	0	0
21182	De todos los países árabes, es Marruecos que se ajuste a la fantasía de Sherezade y mil y una noches del más cercanos. Es una ciudad de calles subterráneas, la arquitectura antigua y secreta jardines amurallados que dicen mucho acerca de una historia que era real y ...	0	0	0
21183	@carloslineroq @fadiafaraj7 Na ma porque tú eres una perra sin corazón	1	1	1
21184	@LeticiaDolera Y digo yo... si se pretende dar un mensaje puramente político, por qué no se lo escriben a un tío en la polla 😒😒	0	0	0
21185	Nos han repetido una y diez mil veces que no podemos devolver a los inmigrantes subsaharianos (hayan delinquido o no) porque no hay acuerdos de colaboración con esos países. Pues bien, ahora vais a ver lo rápido que nos devuelven al violador que se escapó en Cantabria.	1	0	1
21186	Hola soy Leo y tú? AHHH sí, tú eres Pendejo porque MARCAS VUELTA CUANDO YA LA ESTÁS DANDO hijo de tu puta madre	0	0	0
21187	El ministro Alejandro Finocchiaro @alefinocchiaro nos prometía Finlandia 🇫🇮 en Educación hace poco con @pvesterbacka colaborando! Hoy con el AJUSTE lejos de parecernos a Finlandia estamos más cerca de parecernos a cualquier país subsahariano ....!!! Lástima no??	1	0	1
21188	KAMIIIIIIIIGAAAAAA TU ERES LA AMIGA QUE SE METE LAS POLLAS DOBLÁS EN EL COOOOOOÑOOOOOOO ZORRA VETE A TOMAR POR CULOOOOO PEAZO PUTA ANDA ZORRAAAAA *i sing it like Camina*	1	1	1
21189	Pobre niño jesús... porque si le llevan lo que tu eres le va a caer tremendo comunista hijo de puta encima! desde venezuela con cariño... argentino sinvergüenza https://t.co/se8FdeYwKq	0	0	0
21190	@JLozanoA @IIJONGUI Cállate Pendejo. Pinche zángano vividor del pueblo. Nos jodes con su puta #LeyDeSeguirdadInterior y todavía vienes y nos regañas. No eres más que un hijo de reputisima madre	0	0	0
21191	Aún tengo mis dudas porque dicen que un hombre es puto por estar con hombres, entonces, ¿una mujer es puta por estar con mujeres?	1	0	0
21192	ya cállate puta ni eres oficial @exponatumachomx	1	1	1
21193	España tiene presupuesto para enviar patrulleras de la Armada a recoger subsaharianos y magrebíes a las costas de Marruecos, pero ni un duro para poner guardias civiles y material antidisturbios en Ceuta y Melilla. Qué raro, ¿verdad?	0	0	0
21194	El acoso no entra en la ficción. @riverocalu representás la voz de miles de mujeres que fueron calladas, fuerza	0	0	0
21195	También te estresa todo hermana' y bueno gil, callate la puta madre	0	0	0
21196	@beyondthesvn no lo eres. callate jode. hostia puta ya no te digo la gira que estoy intentando sacar maldito	0	0	0
21197	@revistaproceso Exigen. Perra asesina necesitamos tener te cerda hija de tu puta madre ratera como tú y los niños con cáncer que se te olvida perra	1	1	1
21198	QUÉ ESPERAN PUTOS SUDACAS @Argentina CONTRATEN AL CALVO DE ALMEYDA TIREN PARO	1	0	1
21199	@Trolasodemierda el empujón en plan cállate la puta bocaaa	0	0	0
21200	Andrej Babiš, Presidente del Gbno Checo rechaza de plano la inmigracion subsahariana.  No los queremos en Chequia, nunca tendrian un empleo y para mantenerlos aqui, q se les ayude en sus paises de origen, sus costumbres no son compatibles con las nuestras  https://t.co/VDlqDOeNFN	1	0	0
21201	@BayasFb Cállate mmvg, hoy te saco la puta 🖕	0	0	0
21202	@Yoimiscircusta2 @CHUPITAOficial @SayumiOficial Pues cállate ya de una puta vez que me has enviado casi 20 mensajes pesao. Y seguro que como eres gilipollas seguirás hijo de la gran puta 😊	0	0	0
21203	En mi casa parece a propósito, cuando duermo hablan casi gritando los hijos de puta les voy a enseñar a respetar a facazo limpio	0	0	0
21204	Por que las mujeres van de a 2 al baño? por mientras una caga la otra le aprieta la cabeza para que salga toda la mierda.	1	0	0
21205	@todonoticias Callate hdp q vos con tus simios kk p o.pj ykk son la escoria rentada de este pais de cuarta gracias mugriento charlatan.segui cobrando 200 lucas y manda a los negros violentos a la calle	0	0	0
21206	@onfirespos Le decía CÁLLATE LA PUTA QUE TE PARIÓ, INVITAME A CANTAR CON VOS, NO TE DAS CUENTA QUE TE AMO? DALE PORQUE YOOOO NO QUIERO SER TU NOVIAAA, Y LAS PALMAS ARRIBA BIEN ARRIBA BIEN ARRIBAAAA NO ME IMPORTA TU HISTORIA ASBSBDISA EEEEE WACHO LA BIRRA,	0	0	0
21207	Matt Damon critica campaña contra el acoso y la violación sexual - La Prensa de Honduras https://t.co/GYtXQtZoj0	0	0	0
21208	@juandiegozelaya CALLATE, son la peor escoria... Malditos vos y tu partido ojalá ocupes rivotril para dormir porque no tenes una glándula que los HDP no tienen que es conciencia.	0	0	0
21209	Cuando el coreano se pone caliente pero tu eres una perra fria mas fria que rusia gil culiao nomas https://t.co/qFF6eunZLt	1	1	1
21210	me pone MUY nerviosa la gente que hace unboxings de álbumes y se queda media hora enseñando la portada y cada puta página colega	0	0	0
21211	@orland_71 @UltimaHoracom Si hay diferencia, si es tu conocida y sabés que no le va a molestar no es acoso. Cualquier cosa fuera de eso es acoso. Fin.	0	0	0
21212	@hectorbecerrilr Hola Héctor, con todo el respeto que te mereces, que profesión tienes hijo de puta?	0	0	0
21213	@LynaVallejosFan tu eres puta aquí , si no te gusta lyna tampoco para andarla insultando por el mundo estupida de mierda	1	1	1
21214	Su eres nazi mereces que un hijo de puta más hijo de puta que tú te mate. Y así construiremos un futuro alucinante. Me voy con Trump o con Putin. Esto no es para mí. https://t.co/UYxHxqpIuL	0	0	0
21216	"Marlaska ha nombrado jefe de la UCO a quien hasta ahora estaba al frente de los GRS, el grupo de la @guardiacivil que atendía las ""avalanchas"" de inmigrantes en la valla de Ceuta https://t.co/JIpVHUlU7W vía @voz_populi"	0	0	0
21217	¿Qué pensáis de este artículo? https://t.co/e9iCoaUVQw	0	0	0
21218	Que pelotudos son los religiosos. Los árabes pueden ser judíos, cristianos, musulmanes. Lástima que los judíos se creen ‘una raza superior’. https://t.co/VqM8MvLJ5R	1	0	1
21219	@MohikanoLoco @JustTonight_97 Sé mi putita. Llámame guarra MUERDEME LOS PEZONES ayyyys ve a buscar al niño al cole.	1	1	1
21220	“El maestro decía que viniéramos en minifalda y sin bragas” el acoso sexual que hacía un maestro en la universidad https://t.co/tWUS1scaYf https://t.co/wJYlI3qvu4	0	0	0
21223	Y a mercurio? Cuando acabe con la luna	0	0	0
21224	@Lolo__Caggiano callate y retoma la puta serie	0	0	0
21225	"🗞 Leer a Sami Naïr para entender mejor a Europa:   ""El temor delante de la inmigración no es producto de una xenofobia congénita [...] sino el precio que se paga por la profunda crisis social provocada por la gestión ultraliberal de la economía europea"" https://t.co/HHFLWZhdpy"	0	0	0
21226	¿cual es el dia de la mujer? -El dia menos pensado-	1	0	0
21227	@La_Gr0sera Si vas a enseñar Enséña bien hija de tu puta madre siempre es la misma mierda... PENDEJA	1	1	1
21229	@TowandaRebels Genial eso de reíros en la cara de las prostitutas que hayan elegido, libremente, ser lo que son. Sabíais que hasta se han asociado? Y algunas hasta tienen estudios y deciden igualmente ejercer! Qué cosas!	0	0	0
21230	Yo tenia un folio lleno de mapas que mis hermanas no usaron y me quedaban a mi y al que me pidiera https://t.co/jFWExx34qs	0	0	0
21231	@Hxrry_again CÁLLATE PERRA	1	1	1
21232	@VicxorAlt Tu eres una zorra ladrona no me diste mi cuenta del directo buuu pasado de jaime 🕳👓💢👓💤💨🕳💣❣💛❣💣💦💨💜❣💛❣💣💟🗯💭🗨🕳👓	1	1	1
21233	medio q si le decís CRUSH al q te gusta te re mereces q no te bola nunca en tu puta vida decile ese q quiero q me rompa el orto el wacho lindo no se la cosa sana	0	0	0
21234	Mi perra me odia,es enseñarle la correa pa salir a pasear y se pira corriendo a esconderse. Es mas vaga que yo casi	0	0	0
21235	Sabes provocar eructos aposta sin necesidad de beber cocacola ni nada con gas? — Sois una puta pesadilla. https://t.co/e8arK9voDg	0	0	0
21236	Nosotros como tu dices seremos gentuza,tu eres una gran hija de puta,además con pinta de zorra@LaFallaras	1	1	1
21237	Refugios de menores inmigrantes en manos de depredadores sexuales ⁦@EPN⁩ ⁦@lopezobrador_⁩ ⁦@M_OlgaSCordero⁩ ⁦@AristeguiOnline⁩ ⁦@CIDH⁩ ⁦@CIDHMX⁩  https://t.co/u1FyOerA5D https://t.co/JVHD6DEgY8	0	0	0
21239	ojalá poder pegarle un puñetazo a mi cerebro y decirle que me deje ya en paz macho que insistente eres cállate ya la puta boca joder	0	0	0
21240	@ami_abud callate gorda babosa igual q tu perra	1	1	1
21241	@TxeisoBF @ian554 @oslaru @23Raczynski @ciudhast @GirautaOficial @policia @guardiacivil Tú eres la PERRA BASTARDA que justificó el asesinato de un Patriota porque era falangista. Eres una mierda SECESIONISTA, y una basura MARXISTA ¿y te atreves a califica	1	1	1
21242	@mundodeportivo @AntoGriezmann Poco os mereceis hijos de puta 😂😂😂😂😂	0	0	0
21243	@AmericaMirandaR Puta, tantos años de ser bff y ni sabes que perfectamente yo te puedo enseñar. 😒	1	1	1
21244	Me ha gustado un vídeo de @YouTube (https://t.co/aUa4gDQJqf - CAILLOU ENTRA EN LA MATRIX (Episodio 5) Español sudaca HD).	0	0	0
21245	@joeldavid26 On tu eres muy perra	1	1	1
21246	@nayibha @proxydelKremlin @francesc112233 Tú apoyas a la escoria terrorista del estado español puto imbécil	0	0	0
21247	De repente me siguieron 3 cuentas verificadas arabes, help no quiero morir	0	0	0
21248	@As_TomasRoncero @elchiringuitotv Cállate la boca gordo hijo de puta	0	0	0
21250	Lo de Salou solo es el principio. Ya están saliendo muchos autocares rumbo a Cataluña llenos de subsaharianos, porque dicen que allí Colau lis trata de lujo	0	0	0
21251	"Mientras el presidente okupa sigue de vacaciones cada día llegan a España cientos de inmigrantes ilegales por el efecto llamada provocado por el Gobierno. Ya han llegado más ilegales que en todo 2017. Y lo que preocupa a Bruselas es el ""riesgo populista"". https://t.co/dXYvuxjOXH"	0	0	0
21252	Hay varias paginas de feministas a las que deberia darles verguenza exponer sus ideas ya que no tienen ni pies ni cabeza	1	0	0
21253	Quien coño esta votando me cago en la puta os merecéis un machete en la tráquea siempre fiel a las lentejas cabrones https://t.co/ifqcSLX3qi	0	0	0
21254	Cifra de inmigrantes indocumentados que llegó a España ya supera a la de todo el 2017 https://t.co/mTm5CVarBk	0	0	0
21256	Un día largo CALLATE HIJO DE PUTA ESTABAS JUGANDO AL PÁDEL	0	0	0
21258	No entiendo porque la vida es así..ellos son escoria..son delincuentes..Nosotros merecíamos más ese título. Que hicimos mal?😖	0	0	0
21259	LAS GANADORAS DEL PRIMER SORTEO DE ENTRADAS PARA LA ÚNICA FIESTA EXCLUSIVA PARA MAYORES DE 18 AÑOS DE SUDACA&amp;LA ISLA‼️ @melanicolinaa FELICITACIONES NOS COMUNICAREMOS POR PRIVADO CONTIGO‼️ https://t.co/i28u0VSHiH	0	0	0
21260	Y tenes la cara para decir “se lo merecía” PERRA DEJAME NO DECIRTE LO QUE TE MERECES PORQUE NO ESTOY TRATANDO DE QUE ME SUSPENDAN. Y LUEGO, intentas venir por bts porque claro, por qué no?	1	1	1
21261	@ainoatundidor3 Callate, q tu si q t presenta. Pedazo d perra	1	1	1
21262	Les arabes 😭 https://t.co/C74kOciSi6	0	0	0
21264	@lortegadiaz Coño eh tu madre maldita perra pudrete mamagueba Tu eres culpable	1	1	1
21265	@Asensifc Pasa buenas fiestas con tu familia tu que puedes. #EseEsElMensaje y callate la puta boca. #nimurcianasnihostias. Y las hostias q te deberian dar a ti por puto bocaza.	0	0	0
21266	@Noe_Urdangaray @pilar_diz Aunque no todos seamos violadores, no la culpo en absoluto. Si no eres como esa escoria no hay por qué sentirse ofendido.	0	0	0
21267	@Droidcraft_YT @CriistianDraw @httpsJoao_ @La_Avionetah callate hijo de tu puta madre	0	0	0
21268	#MeToo Escándalos de acoso sexual y el riesgo de banalizar la violación https://t.co/GJKFEFa4Tn vía @HiloDirecto	0	0	0
21270	Según mi abuela Natacha Jaitt se merecía que le pegue su ex. Por haberle hecho 'eso' a Latorre, por qué es puta, por qué salió tarde, por qué fue mala toda la vida. https://t.co/cMGdAYrkdC	1	1	0
21271	Jajajaja! Qué tíos cachondos los albañiles: https://t.co/bbRkSBowj7 Cómo bromean.	0	0	0
21272	De ella me quedo el gusto por la música árabe ☺	0	0	0
21273	Laredo Texas: Aseguran a 25 indocumentados 14 viajaban escondidos en cajas de carton https://t.co/xvKn8B8a42	0	0	0
21274	@fabiopFlamengo @Matias10amil @TyCSports Callate vos chupa pija te comiste 7 de alemania cornudo hijo de puta	0	0	0
21275	Denuncian abuso sexual en refugio de niños inmigrantes de Arizona | Diario Noticias Web https://t.co/HqA8wgNWPr	0	0	0
21276	Perro @amarchesin1 ponte a leer sudaca https://t.co/ERwBeNGsdg	1	1	1
21278	@sr_hater_ Claro, por subir la foto que le dé la puta gana a su Twitter es una guarra. Asocias enseñar carne con ser guarra. Espero que seas de los que lleva jersey de cuello alto en pleno verano.	0	0	0
21279	Al dueño borracho d este coche q m acabo d encontrar abandonado en una cuneta: mereces lo q t ha pasado hijo d puta. X suerte nadie se cruzó en tu camino. https://t.co/YlGaDuRUGw	0	0	0
21280	@juanbrujox @darias171 @TSJ_Legitimo @CybernetVzla @jcsosazpurua Dr. En que materia lo enseñaron ese vocabulario de perra de burdel?	0	0	0
21281	Instan a granjeros de Colorado a “defender” a sus trabajadores indocumentados https://t.co/kDF5VcA7jw https://t.co/gZrDAnOZmj	0	0	0
21283	Acabas en los calabozos t desahucian d tu casa y si t atreves a protestar, t denuncian por ser una sin papeles y t mandan d vuelta a tu pais de origen por ilegal.Vamos lo mismo que si entras en España ilegalmente. Ahhh no q aquí t dan papeles y una paga. Seran Fachas en España. https://t.co/VsAnkVIKIY	1	0	1
21285	Buenos días Güera, solo pasó a desearte u lindo fin de semana en compañía de tú Príncipe. Qué se diviertan mucho y disfruten.😘😘❤️❤️ Besitos. https://t.co/RIOvnfFL0n	0	0	0
21286	¿Hipocresía de Estados Unidos frente al conflicto nicaragüense? https://t.co/pJDIYMmXEn vía @cnnee	0	0	0
21287	@cualquiercositv @elonmusk CALLATE PUTA DE MIERDA, RESPETA AL DIOS	1	1	1
21288	Mecagontodo 2 tíos en clase aprueban y llevan 35 min quejándose de su nota tío que has aprobado callate la puta boca 😂	0	0	0
21289	Placer morboso posar la punta de mi polla en tu coño y empujar despacio, sentir como se amolda a mis venas, la presión al pasar, ese calor húmedo que me pone tan cachondo https://t.co/vvktEApjnG	0	0	0
21290	PA Q TU ME RECLAMAS, HAY MILES DE MUJERES Q DICEN Q ME AMAN PERO TU ERES LA PUTA Q SIEMPRE YO MONTO EN EN LA CAMA	1	1	1
21291	@ColiTerry Escuché muy atentamente su intervención y no pudo decir más tonterías en menos tiempo. No tiene ni puta idea de nada y menos de vela. Te leeré en el ABC	0	0	0
21292	👏🏽Applausos para ti @Dal_air 🎉🎊🎈Muchas felicidades Güera, es asombroso ver y leer, todo lo que has crecido.🎈🎉🎊🎉 https://t.co/Al6ozKvPzs	0	0	0
21293	ESAS COSAS Y OTRAS PUEDEN PASAR POR MANTENER A LA INMIGRACION ILEGAL EN ESPAÑA Y NO EXPULSARLOS ¿NO? - La agresión de los manteros a un turista pone a Colau en un aprieto https://t.co/C7mZWXAl9P vía @Elperiodico	1	0	0
21294	@yaitzaxavi @victoirefrmhell @WWE @RealPaigeWWE Callate zorra cara de mono	1	1	1
21295	Buah chaval se me han saltado las lagrimas de lo bien que lo ha hecho. ANA WAR ERES LA PUTA AMA TIA TE MERECES TODO Y ESTAMOS ORGULLOSOS DE TI JODER #OTDirecto16D	0	0	0
21296	Nuestra directora ejecutiva Alexandra Sossa estará hablando en la radio sobre problemas que uno confronta en el trabajo. Sintonice para mas información!  “El show de la Güera” Lunes 20 de... https://t.co/iKonkQR1gl	0	0	0
21298	Que Las Mujeres Son Perras🐶 o.O ? No Parcero No Hay Mujer Perra🐶 Sino Cansada De Que Un Hombre No Le Demuestre... https://t.co/ScXTRGZHdn	0	0	0
21299	De los moros no se puede esperar nada bueno, y esto te lo dicen los propios árabes. Que también han luchado contra ellos.  #StopInvasion #StopIslam #Closeborders #Openborders. https://t.co/MfmBlBK55I	1	0	0
21300	es muy obvio q van a perder mi hermana es una puta y tu novia es él	1	1	1
21301	Lo mejor que le paso a Florida fue que hubiera competencia de Sudaca , porque ahora todos meten buenas ofertas 😏	0	0	0
21302	@candezds Callate puta si vos te tomas hasta el agua de la zanja	1	1	1
21303	Esta chica denuncia una violación invisibilizada y lo que os preocupa es que diga que el agresor tenía polla. Sois imbéciles. https://t.co/ZeBi9EIIR1	0	0	0
21304	Siento que mi güera @_elan_ vino a rompernos el estereotipo de la tía que se la pasa cuidando a sus chingos de plantas en su casa y a sus gatos.	0	0	0
21306	No soy racista pero QUE ASCO DAN LOS PUTOS MOROS. COMO DEPENDIESE DE MI QUE ENTRASEN EN ESPAÑA LO LLEVABAN CLARO ESTOS IMPRESENTABLES GUARROS Y MAL OLIENTES	1	0	1
21307	Y hoy sábado también se trabaja! Porque tocó ser linda pero no millonaria 😂😂 😋😋 #cdmx #chistesito #imagentvmx #excelsiortv #trabajandito #venezolana #inmigrante en Distrito Federal, Mexico https://t.co/YcN0syvqr5	0	0	0
21308	@JesusLM95 tuitwer es una erramienta q puede llegar a todo el mundo... Si pudiésemos hacerles llegar al mundo árabe esa posibilidad de mostrarnos su cariño por nuestra tierra como tanto dicen... Mediante la ayuda al club del CALIFATO.... PARA ELLOS 5 O 10 MILLONES NO SON NADA...	0	0	0
